session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
626960f50cee5211cfa2675b,5fd14598fd2de30f5eea2fc4,AWAITING REVIEW,2022-04-27 15:27:53.243000,2022-04-27 15:34:59.300000,426.057,69,683,3,99,,C6B5AU5W,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,No
62696105eaffacaadb9a8f50,6266db0dcf3e4f16fb9d7c56,AWAITING REVIEW,2022-04-27 15:28:19.759000,2022-04-27 15:32:40.579000,260.82,55,18,0,100,,C6B5AU5W,DATA EXPIRED,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
6269610b8cefe9ab7767b469,60efb328e17a3ab1940259a0,AWAITING REVIEW,2022-04-27 15:28:13.610000,2022-04-27 15:31:41.226000,207.616,25,153,0,100,,C6B5AU5W,United States,United States,Part-Time,English,United States,Male,Yes
626961b376a7ecb5414ab791,5dd32178c5fa30341133264e,AWAITING REVIEW,2022-04-27 15:31:02.624000,2022-04-27 15:32:19.474000,76.85,35,1956,11,99,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Female,No
626961bb1133cc5dc4cedde4,60c12c0450fc37e8e2fd0e99,AWAITING REVIEW,2022-04-27 15:31:09.492000,2022-04-27 15:35:56.712000,287.22,24,727,2,100,,C6B5AU5W,United States,United States,Part-Time,English,United States,Female,No
6269620ee22e075e7eeccf5b,5f18ff404f90fe1473c2e3b6,AWAITING REVIEW,2022-04-27 15:32:35.315000,2022-04-27 15:39:17.714000,402.399,48,1456,8,99,,C6B5AU5W,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,No
6269629db7aa90bec0486ed3,5ec54eefe89daa4ce7b3a4ef,AWAITING REVIEW,2022-04-27 15:34:55.915000,2022-04-27 15:46:41.030000,705.115,22,193,0,100,,C6B5AU5W,United States,United States,Other,English,United States,Female,Yes
6269629e83ebdebd59b14a93,5c32747923f1c60001a6c220,AWAITING REVIEW,2022-04-27 15:34:57.379000,2022-04-27 15:41:58.078000,420.699,50,632,3,99,,C6B5AU5W,Lebanon,United States,Full-Time,Arabic,United States,Female,DATA EXPIRED
6269629fc7d989bff2cdc261,5d92433e243c0c00183694a0,AWAITING REVIEW,2022-04-27 15:34:57.185000,2022-04-27 15:38:06.569000,189.384,21,391,4,98,,C6B5AU5W,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,Yes
626962c7ede85904e7015ac1,60199dc499b0a7105341be00,AWAITING REVIEW,2022-04-27 15:35:38.235000,2022-04-27 15:41:40.732000,362.497,45,661,2,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Female,No
626962ce1bcc2b91bd9ccda9,59f71f797086f80001941493,AWAITING REVIEW,2022-04-27 15:35:47.010000,2022-04-27 15:42:42.585000,415.575,47,1403,0,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
626962ee8e41a6ae31b0fa17,60fcf9abf635e9904cb7dca9,AWAITING REVIEW,2022-04-27 15:36:17.298000,2022-04-27 15:41:23.270000,305.972,21,930,3,99,,C6B5AU5W,United States,United States,Unemployed (and job seeking),English,United States,Female,Yes
62696325e22e075e7eeccf6c,6234bc20474f603b10a66d77,RETURNED,2022-04-27 15:37:11.880000,,20982.449057,49,260,2,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6269632904df4921130b0a5d,594a9305647e0600014f7c3d,AWAITING REVIEW,2022-04-27 15:37:15.794000,2022-04-27 15:39:06.465000,110.671,33,2070,3,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
62696429632f42db397d73bb,60cb452a9fe7495b22f3aec8,AWAITING REVIEW,2022-04-27 15:41:34.243000,2022-04-27 15:49:13.715000,459.472,65,275,1,99,,C6B5AU5W,United States,United States,Part-Time,English,United States,Female,No
626964bb5f79cde6283198ff,60c6365b90d7a7a0fb28f528,TIMED-OUT,2022-04-27 15:43:58.077000,,20576.289149,51,638,10,96,,,United States,United States,Full-Time,English,United States,Female,No
626964f734cf85a75fce6d8c,5a00a8160fff620001a6b776,AWAITING REVIEW,2022-04-27 15:44:58.798000,2022-04-27 15:50:29.663000,330.865,47,1925,0,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Female,No
6269650be13c7e58e85df192,615b52a780ee6b2916998ce6,AWAITING REVIEW,2022-04-27 15:45:18.922000,2022-04-27 15:50:53.250000,334.328,37,324,1,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
6269653eca611eb429903dcd,6138c2a6b71e7db9178095af,AWAITING REVIEW,2022-04-27 15:46:10.065000,2022-04-27 15:52:47.497000,397.432,53,726,6,99,,C6B5AU5W,United States,United States,Other,English,United States,Female,No
62696560e66daeabc194990d,605227cce42b4851deeb8b66,AWAITING REVIEW,2022-04-27 15:46:44.858000,2022-04-27 15:49:22.460000,157.602,55,198,0,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
6269656bb111767b209d440a,5e795b321feceb5164cd115d,AWAITING REVIEW,2022-04-27 15:46:55.938000,2022-04-27 15:51:23.651000,267.713,61,1577,17,97,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Female,No
6269656e64e8b5e4d4ad83ae,5c2e673889f0350001760e06,AWAITING REVIEW,2022-04-27 15:46:58.793000,2022-04-27 15:55:44.724000,525.931,49,776,5,99,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
62696589c8a9fc71c8d2519e,5bd893be30bfa90001efc6ce,AWAITING REVIEW,2022-04-27 15:52:33.452000,2022-04-27 15:56:50.967000,257.515,55,1480,6,99,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
626965955662d50ee5bed0a3,55ac22cafdf99b6de2fa7ee2,AWAITING REVIEW,2022-04-27 15:54:26.406000,2022-04-27 16:20:44.687000,1578.281,49,2864,1,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
626965a895474a5d731cd667,5da09b682c34420016ae6c69,AWAITING REVIEW,2022-04-27 15:47:58.016000,2022-04-27 15:55:43.844000,465.828,42,598,6,98,,C6B5AU5W,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,No
6269660e87212d0c5ab26442,61034c4de28be4c9cd4542c7,AWAITING REVIEW,2022-04-27 15:49:38.165000,2022-04-27 15:56:36.924000,418.759,32,15,0,100,,C6B5AU5W,United States,United States,Full-Time,English,United States,Male,No
62696619dc521d2819343a90,5c28a7d31c8e4c0001b2e0a4,AWAITING REVIEW,2022-04-27 15:49:49.245000,2022-04-27 15:56:02.637000,373.392,32,1553,6,99,,C6B5AU5W,United States,United States,Other,English,United States,Female,No
626966418df7ae2f3ab81ee3,60085b4427f93e4408061e88,AWAITING REVIEW,2022-04-27 15:50:30.514000,2022-04-27 16:07:14.649000,1004.135,61,486,1,100,,C6B5AU5W,United States,United States,DATA EXPIRED,DATA EXPIRED,United States,Female,No
62696651af342f0fb9723e2a,5e668d33ffed4c410e662f8a,AWAITING REVIEW,2022-04-27 15:50:41.525000,2022-04-27 15:55:14.338000,272.813,39,929,2,100,,C6B5AU5W,United States,United States,Full-Time,English,United States,Male,No
6269666b53479b56c4a9b347,5c8ec999bb6a3c00014acf5f,AWAITING REVIEW,2022-04-27 15:51:09.767000,2022-04-27 16:04:03.403000,773.636,53,1236,0,100,,C6B5AU5W,United States,United States,Full-Time,English,United States,Female,No
6269666eac31910a767d4fa2,616829d7504e0346ff2b51df,AWAITING REVIEW,2022-04-27 15:51:13.363000,2022-04-27 15:55:44.297000,270.934,25,671,7,98,,C6B5AU5W,United States,United States,Full-Time,English,United States,Female,Yes
6269669ccfcdd973ec5ff238,57b60487e5b60d0001083aea,AWAITING REVIEW,2022-04-27 15:51:59.566000,2022-04-27 15:59:27.917000,448.351,37,2124,10,99,,C6B5AU5W,United States,United States,Unemployed (and job seeking),English,United States,Male,No
626966a0722e7ec2c7cf0a94,5c0c90e7632102000147c3cc,AWAITING REVIEW,2022-04-27 15:52:04.722000,2022-04-27 16:02:03.623000,598.901,33,1364,4,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
626966bcbb6777203b0abebf,60c35c4fabca21fb4a0c9f17,AWAITING REVIEW,2022-04-27 15:52:36.354000,2022-04-27 16:01:10.618000,514.264,37,556,0,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
626966c6880d591cf1a4cff6,5f4e8db327d2a0098ef31aab,AWAITING REVIEW,2022-04-27 15:52:40.280000,2022-04-27 15:59:39.742000,419.462,28,1032,1,100,,C6B5AU5W,United States,United States,Unemployed (and job seeking),English,United States,Male,No
626966f3cbbc54c5f0b965ac,56c984eb10a82f0006ffd111,AWAITING REVIEW,2022-04-27 15:53:55.029000,2022-04-27 15:57:56.829000,241.8,26,1599,2,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Male,Yes
626966f5d3b8693a57620724,5e5c88c3be924d475ff0fc34,AWAITING REVIEW,2022-04-27 15:53:29.130000,2022-04-27 15:56:17.432000,168.302,37,1454,16,97,,C6B5AU5W,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,No
6269673b9fd957e627c55e89,5e69076e64d2fb1bc091241a,AWAITING REVIEW,2022-04-27 15:54:41.893000,2022-04-27 15:59:43.761000,301.868,46,1014,12,96,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
6269676a80aef91b73989d1a,58ae2c4ed6a2220001179f7c,AWAITING REVIEW,2022-04-27 15:55:26.157000,2022-04-27 16:01:46.772000,380.615,62,756,0,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
6269677dc28ef090768710b3,5d5067b25371ae00191f69c4,AWAITING REVIEW,2022-04-27 15:55:46.556000,2022-04-27 16:03:10.518000,443.962,59,1857,0,100,,C6B5AU5W,United States,United States,Unemployed (and job seeking),English,United States,Female,No
626967a5d35d9769600c986b,6266a95d927943d0147dc188,AWAITING REVIEW,2022-04-27 15:56:29.435000,2022-04-27 16:03:29.451000,420.016,55,16,0,100,,C6B5AU5W,United States,United States,Part-Time,DATA EXPIRED,United States,Male,No
626967b9fd6c6c96d0b7351c,55b1add5fdf99b6731f04c5a,AWAITING REVIEW,2022-04-27 15:56:44.321000,2022-04-27 16:06:19.337000,575.016,42,2254,3,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
626967d291aa1138ead4e137,620bde60a922fc3f247f6e6d,AWAITING REVIEW,2022-04-27 15:57:18.027000,2022-04-27 16:04:10.328000,412.301,38,485,2,100,,C6B5AU5W,United States,United States,Due to start a new job within the next month,English,United States,Female,No
626967ee0b52baefdf9ec7f6,5be8d4af25507300010dd4e4,AWAITING REVIEW,2022-04-27 15:57:37.586000,2022-04-27 16:02:26.036000,288.45,48,2348,7,100,,C6B5AU5W,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,No
6269682dba019e33677b9826,610844c3fa036f5077c23304,RETURNED,2022-04-27 15:58:39.043000,,19695.669845,24,26,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62696841e7a21193be964eef,606799ee27d39e784b1e5eb6,AWAITING REVIEW,2022-04-27 15:58:59.706000,2022-04-27 16:02:51.041000,231.335,33,446,5,98,,C6B5AU5W,United States,United States,Full-Time,English,United States,Female,No
6269684a3883b490e925353b,5f09dc236c0c092729a73d9b,AWAITING REVIEW,2022-04-27 15:59:16.651000,2022-04-27 16:07:19.957000,483.306,36,1576,5,100,,C6B5AU5W,United States,United States,Full-Time,English,United States,Female,Yes
626968556a6da78c35396d97,5db2015c490e3d0009c4dc5e,AWAITING REVIEW,2022-04-27 15:59:21.672000,2022-04-27 16:10:03.064000,641.392,68,1077,1,100,,C6B5AU5W,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,No
62696858761c42aa03836bdd,614a4262961b207527c61aae,AWAITING REVIEW,2022-04-27 15:59:22.814000,2022-04-27 16:05:43.804000,380.99,20,244,0,100,,C6B5AU5W,United States,United States,DATA EXPIRED,Spanish,United States,Female,DATA EXPIRED
62696886489889a992735488,5a25f3d5564bdf0001646007,AWAITING REVIEW,2022-04-27 16:00:08.697000,2022-04-27 16:05:45.489000,336.792,28,654,0,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
626968949fd957e627c55e9c,626810ad271afa9ad1c19e33,AWAITING REVIEW,2022-04-27 16:00:24.930000,2022-04-27 16:10:43.909000,618.979,52,11,0,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
626968a14e5ad1dc7256db39,5c28d3540091e40001ca581e,AWAITING REVIEW,2022-04-27 16:00:39.156000,2022-04-27 16:10:57.022000,617.866,65,1888,6,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
626968a6c35be3ae04f054e0,5ac399bce734400001da2257,AWAITING REVIEW,2022-04-27 16:00:42.580000,2022-04-27 16:05:10.246000,267.666,44,347,0,100,,C6B5AU5W,United States,United States,Full-Time,English,United States,Female,No
626968a8ee4ecad0d9394f8f,6102db3e8323ff94eb29e2e1,AWAITING REVIEW,2022-04-27 16:00:44.719000,2022-04-27 16:04:03.377000,198.658,23,215,0,100,,C6B5AU5W,United States,United States,Other,English,United States,Female,Yes
626968aa9f39d1c7c9a63622,597a66525ea29d000126efbe,AWAITING REVIEW,2022-04-27 16:00:51.408000,2022-04-27 16:03:57.880000,186.472,31,1746,2,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
626968be096a6d7a7ff6e892,614d465852620924f85603c8,AWAITING REVIEW,2022-04-27 16:01:02.701000,2022-04-27 16:25:44.585000,1481.884,35,647,3,99,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Female,No
626968bf5a1f5d6216c08780,5ef1b77f5bc64a04f4c68141,AWAITING REVIEW,2022-04-27 16:01:07.748000,2022-04-27 16:10:00.923000,533.175,58,840,5,99,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Female,No
626968d05a1f5d6216c08781,5953d01e4d560700016462da,RETURNED,2022-04-27 16:01:24.844000,,19530.022316,52,2672,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
626968f3ed736d365511b8e8,5c3a865019ceb400010c914a,AWAITING REVIEW,2022-04-27 16:02:00.683000,2022-04-27 16:06:08.066000,247.383,32,1765,4,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
626968f5009494ee61416df8,58ba380f4cdfd90001778021,AWAITING REVIEW,2022-04-27 16:01:59.342000,2022-04-27 16:10:34.700000,515.358,50,2094,9,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
62696900cf6865c8abd3175c,5d45c2d1da9cb60015aa4312,AWAITING REVIEW,2022-04-27 16:02:11.848000,2022-04-27 16:03:06.029000,54.181,41,2471,3,100,,C6B5AU5W,United States,United States,Full-Time,English,United States,Female,No
62696916f711e8c2f39cf959,5cbf87e2a4f6cd000172a1ec,AWAITING REVIEW,2022-04-27 16:02:33.732000,2022-04-27 16:05:46.049000,192.317,27,1079,6,99,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
6269692b833b69859ee69460,60255cc2f0319509011ac0a8,AWAITING REVIEW,2022-04-27 16:03:03.910000,2022-04-27 16:20:39.360000,1055.45,42,495,3,99,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Female,No
62696970c35be3ae04f054e6,5f93bc9cdda8a01a8fdba87c,AWAITING REVIEW,2022-04-27 16:04:05.801000,2022-04-27 16:10:33.003000,387.202,27,488,0,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
6269698556782b3b30c7c9c6,6106cf15bce57bc1fd1502db,AWAITING REVIEW,2022-04-27 16:04:26.149000,2022-04-27 16:07:51.413000,205.264,24,648,1,100,,C6B5AU5W,United Kingdom,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
6269699690d506fadf104042,5f97525e873236100b213eaa,AWAITING REVIEW,2022-04-27 16:04:42.045000,2022-04-27 16:09:25.240000,283.195,41,1384,1,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
6269699f3943d6bb68c24dcd,57e91ff08dcd2c00014bea18,AWAITING REVIEW,2022-04-27 16:04:51.314000,2022-04-27 16:14:46.503000,595.189,35,1899,1,100,,C6B5AU5W,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,No
626969a97eab18130cc4b3c8,5be2e7e491deed00015adcb0,AWAITING REVIEW,2022-04-27 16:04:59.333000,2022-04-27 16:10:01.455000,302.122,58,2950,5,100,,C6B5AU5W,United States,United States,Full-Time,English,United States,Male,No
626969d3732b277c3f1037f6,57dd186e6598aa0001992616,AWAITING REVIEW,2022-04-27 16:06:58.060000,2022-04-27 16:17:48.450000,650.39,34,3227,1,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
626969e5ee741763cc0185dc,5c8541b79c5a3000016b2597,AWAITING REVIEW,2022-04-27 16:06:00.692000,2022-04-27 16:11:41.833000,341.141,49,1824,7,100,,C6B5AU5W,Germany,United States,Full-Time,English,United States,Male,DATA EXPIRED
626969f7f34ceac6cde31051,61267e282a445af9eb95beae,AWAITING REVIEW,2022-04-27 16:06:17.608000,2022-04-27 16:17:40.751000,683.143,35,239,0,100,,C6B5AU5W,United States,United States,Other,English,United States,Female,No
626969facde2c1b1f82aad14,605504fc7a5a699c16ae8b4d,AWAITING REVIEW,2022-04-27 16:06:20.755000,2022-04-27 16:10:23.601000,242.846,30,1268,1,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Female,No
62696a5b4d6226e1b093f571,5ef02a29cb94ad54375691e7,AWAITING REVIEW,2022-04-27 16:07:58.932000,2022-04-27 16:12:20.195000,261.263,25,878,0,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
62696a636caf1cdb9427270f,5f1f2c053dd3620d41353827,AWAITING REVIEW,2022-04-27 16:08:08.022000,2022-04-27 16:20:20.615000,732.593,49,1858,1,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
62696a6bd123e87ca9e3c87c,5cedd9f0d718b200018e141c,AWAITING REVIEW,2022-04-27 16:08:13.206000,2022-04-27 16:15:15.052000,421.846,24,649,3,100,,C6B5AU5W,United States,United States,Due to start a new job within the next month,English,United States,Male,DATA EXPIRED
62696a6dd7bd59f2259392a4,5fe23e36a85a245ac834df4d,AWAITING REVIEW,2022-04-27 16:08:24.181000,2022-04-27 16:15:59.799000,455.618,34,426,2,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Male,No
62696aa85832218bfb08f99e,5a1980eb5d06850001b00d84,AWAITING REVIEW,2022-04-27 16:09:15.138000,2022-04-27 16:11:14.789000,119.651,32,1730,7,99,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
62696ab49dabd5a4a789cf69,5c2826f3065b1800015d1f42,AWAITING REVIEW,2022-04-27 16:09:29.511000,2022-04-27 16:14:19.878000,290.367,34,829,0,100,,C6B5AU5W,United States,United States,Unemployed (and job seeking),English,United States,Female,No
62696abafa1f06c4eeb819b2,5fa7e86cbc1fcb592aa1ea7b,AWAITING REVIEW,2022-04-27 16:09:36.356000,2022-04-27 16:13:47.993000,251.637,41,1253,0,100,,C6B5AU5W,Ukraine,United States,Full-Time,Russian,United States,Female,No
62696ad7d0d5b8695ffbded5,603586b312863f6333cb8492,AWAITING REVIEW,2022-04-27 16:10:03.045000,2022-04-27 16:18:13.324000,490.279,36,1455,0,100,,C6B5AU5W,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,No
62696ae47e24e028ff83e45a,6234ab6c48539b0da7787118,AWAITING REVIEW,2022-04-27 16:10:14.836000,2022-04-27 16:16:15.794000,360.958,47,309,1,100,,C6B5AU5W,United States,United States,Full-Time,English,United States,Female,No
62696aefbdafd1cf4d73854a,5c3d07a85a994b0001c10bb2,AWAITING REVIEW,2022-04-27 16:12:11.061000,2022-04-27 16:24:21.191000,730.13,27,2217,0,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
62696af127652a525cb15c19,546f8a9cfdf99b4a593414ea,AWAITING REVIEW,2022-04-27 16:10:28.457000,2022-04-27 16:19:09.060000,520.603,52,2195,0,100,,C6B5AU5W,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
62696b148c561de1f029dcc0,60073bbacd735e1dafaf493e,AWAITING REVIEW,2022-04-27 16:11:03.487000,2022-04-27 16:19:44.421000,520.934,23,669,4,99,,C6B5AU5W,United States,United States,Unemployed (and job seeking),English,United States,Female,DATA EXPIRED
62696b29b2c6d4392399f280,5e35a96ecf931055fb891c54,AWAITING REVIEW,2022-04-27 16:11:25.083000,2022-04-27 16:16:53.854000,328.771,41,1448,9,98,,C6B5AU5W,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,No
62696b2fbdde2405d4f84863,6118277020a33a823a45c655,AWAITING REVIEW,2022-04-27 16:11:30.080000,2022-04-27 16:14:40.901000,190.821,31,326,0,100,,C6B5AU5W,United States,United States,Full-Time,English,United States,Female,No
62696b3e7c7d887d26caf7c1,5bbfbdfd6b5f720001b7dd15,AWAITING REVIEW,2022-04-27 16:11:44.176000,2022-04-27 16:15:44.994000,240.818,27,713,4,99,,C6B5AU5W,United States,United States,Full-Time,English,United States,Male,No
